url,product_title,product_price,Condition,Processor,Screen Size,Chipset Model,Lock Status,SIM Card Slot,Brand,Manufacturer Warranty,Network,Model,Connectivity,Style,Operating System,Features,Storage Capacity,Contract,Camera Resolution,RAM,feedback
https://www.ebay.com/fdbk/feedback_profile/cuisiting1226?filter=feedback_page%3ARECEIVED_AS_SELLER&q=314677446587&sort=TIME,,,,,,,,,,,,,,,,,,,,,"A++ Quick Ship Time, Excellent Communication, Item as Described, Would Purchase from again.,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#,),The seller was extremely helpful and responsive. Would definitely buy again from this seller. ,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#,),Perfect. Device came on iOS 6.0.1 exactly as advertised. Activated it no problem by inserting an old SIM card. Good cosmetic condition and all accessories included in original box. Would recommend this seller.,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#,),Minor scratch on the side. Aside from that very good condition and on iOS 6,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#314677446587),Very good seller communication!!,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#314677446587),As advertised! Very satisfied with my purchase! ,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#314677446587),The product was in excellent condition. Didn’t have any issues unlocking the device or activating it.,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#314677446587),Benissimo. È arrivato con grande anticipo! ,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#314677446587),iPhone quality is very good, no scratch marks.A sticker on the back, but no big deal,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#314677446587),The Item is good and received within time,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#314677446587),They didn’t have the color I wanted but the seller is quick to respond and offered another color they were very friendly and helped cancel the order as well,99%N ew Apple iphone 5 16/32/64GB UNlocked(GSM+CDMA) IOS6/IOS7/IOS10 Gift (#314677446587)"
https://www.ebay.com/fdbk/feedback_profile/limetropic?filter=feedback_page%3ARECEIVED_AS_SELLER&q=203834120226&sort=TIME,,,,,,,,,,,,,,,,,,,,,"I need a passcode in order to open this phone.,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（,）,Ottimo venditore. Spedizione rapida. Tutto ok. Segnalo solo che ho dovuto pagare 150 euro di spese doganali. ,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（,）,5 stars ,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（,）,Very good condition it was everything they say about the product,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（,）,Thank you,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（203834120226）,Fast shipping, excellent product. Thanks guys!,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（203834120226）,Import Tax was a huge surprise, but still a good item! Battery condition 87%. It is ok 👍,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（203834120226）,Item was exactly as described and delivery was super fast ,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（203834120226）,Bonito, solo que no venía con el cuadro del cargador, solo el cable.,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（203834120226）,Venditore onesto e rapido nelle risposte,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（203834120226）,Thank you. very good and fast transaction,really fast delivery. Packaged extremely well . Trusted seller recommend to all buyers.,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（203834120226）,Very nice support. Thanks ,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（203834120226）,great seller 5* AAAAA,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（203834120226）,Rapid delivery and phone exactly as described. Very happy here,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours Good Condition（203834120226）"
https://www.ebay.com/fdbk/feedback_profile/tristan-01?filter=feedback_page%3ARECEIVED_AS_SELLER&q=134737478192&sort=TIME,,,,,,,,,,,,,,,,,,,,,"The phone was in top condition, everything as described.,Apple iphone 3G(Apple's second-generation smartphone)8/16GB Black/White UNlocked (#,)"
https://www.ebay.com/fdbk/feedback_profile/cuisi_66?filter=feedback_page%3ARECEIVED_AS_SELLER&q=354411908131&sort=TIME,,,,,,,,,,,,,,,,,,,,,"just as advertised,98%N ew Apple iPhone 4s 8/16/32/64GB Black/White UNLOCKED(CDMA+GSM) IOS 6/IOS 9 (#,)"
https://www.ebay.com/itm/364584619777?epid=239160823&hash=item54e2efcf01:g:5YIAAOSwkV1lLZST&amdata=enc%3AAQAIAAAAwEchc4GuuqClDQNrEzxhzblUS4mipFY%2Bu4XtG6BzMzjYGuaZedVI5s9IeOnI4rUrjh7IL0%2Fn3T2vC4UKLMtOonF2tLdL7ZIwpFV6G9iedhTU4xbJNBwn3wWqloXHaxlIbEDq3dinLj3qpJs6IV45UV8kksay6DjC7m0O7dVDHX5XNY9aUwkrWGMaJUX7eYwLe%2BjEdT4%2FUNf8MB8ItOjFFFdFLjcd1%2FmZE2yrQxBfsQSUotBtJ055gX2ykjTQtu35zw%3D%3D%7Ctkp%3ABk9SR9jQ8pj-Yg,Apple iPhone 7 - 32GB - Jet Black (Unlocked) A1778 (GSM) (CA),C $36.00,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... ",Small Crack in Top Left,Yes,Quad Core,4.7 in,Black,Built-In Memory,MQTX2VC/A,A1778 (GSM),Factory Unlocked,Smartphone,Apple,"Telus, Unlocked",Apple iPhone 7,"Bluetooth, 4G, 3G, Wi-Fi, 2G, NFC",Bar,iOS,"Bluetooth Enabled, Rear Camera, Front Camera, Retina Display, Wi-Fi Capable, Touch Screen, Speakerphone, Camera, Color Screen",
https://www.ebay.com/itm/364582997285?epid=26056267417&hash=item54e2d70d25:g:L0gAAOSwOANkjIBk&amdata=enc%3AAQAIAAAAwHSPEAXywpgpHgfY9YVer6CyxCxfUxjGAa9t4PE4mj4nnw%2BlhjQE74eO%2F46BQtjA6Em4XJVT1hPJdVx29Jx5Z2AYeTJH7VFeIFetK4Ltu635i5CgFVt%2B%2FKN%2Bgp6m%2B1%2BlBW%2FU7QT%2BeiwD1RHZBqb1GEk5m%2F%2BWddSdn%2BS7BDIyhexgyx9QiZRKURlcu98mWQ5H9G4wxxEXJ3%2Bi1jU3oocX4riHr5W9XKNWgdrqHyYaBByiWtQ4I5kSpyLNrUSplgZ5iA%3D%3D%7Ctkp%3ABk9SR9jQ8pj-Yg,Apple iPhone 14 Pro Max - 256 GB - Dorado (Desbloqueado),US $1 027.00,"Nuevo: Un artículo totalmente nuevo, sin usar, sin abrir y sin daños, en su envase original (en los ... ",Nuevo,0194253378839,Hexa Core,6.7 in,Apple A16 Bionic,Gold,MQ8V3LL/A,Apple,Unlocked,Apple iPhone 14 Pro Max,"5G, Bluetooth, Wi-Fi, Lightning, NFC",Bar,iOS,"Proximity Sensor, E-compass, Gyro Sensor, Accelerometer, Crash Detection, Ambient Light Sensor, Barometer, Ultra Wide-Angle Camera, eSIM, Telephoto Lens, LiDAR Scanner",256 GB,"12.0 MP, 48.0 MP",,
https://www.ebay.com/itm/134289912060?epid=10023711179&hash=item1f444d70fc:g:IzYAAOSw6tdjUN3W&amdata=enc%3AAQAIAAAA4LVfQ0Kz%2FI1Yq%2BhFBToHLjgOqHBOfjQ8lB5PiqZIcc0vlgPWMAJVMxAnE%2FtLv7Po1bEDD4ow1pj4oH%2BUHX%2F44LIg5gvIiK%2Fo3cvnMouZaVog5%2BskM7O1jc0hSC4Ay6I0w0Nex0ZH7lcxjtRJastTDCJZooY4uBzqy3pjMHjU4uBHpCs4T8PFZJygKZUNE9nyykklnz5mvDPVJjf9bYRmKcFNk56xtAr5fgnymYgAMeD1S2Rk9kuGmcwXzY39g5QI5cJFR0dKMh5E%2BIcOTO91nNODAGjTmWWSfWpf3DyZ8vLc%7Ctkp%3ABk9SR9jQ8pj-Yg,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used,US $224.99/ea,Used,"“very good condition! ! They are not locked and can be used as is. Although it is a Japan product, ... ",Hexa Core,6.1 in,Built-In Memory,Factory Unlocked,A1984 (CDMA + GSM),Single SIM,Apple,Unlocked,Apple iPhone XR,"4G, Bluetooth, LTE, NFC, Wi-Fi",iOS,"4K Video Recording, Bluetooth Enabled, Camera, Dual Rear Cameras,",Without Contract,12.0 MP,3 GB,,
https://www.ebay.com/itm/295317456494?epid=24049280300&hash=item44c24ac66e:g:h-oAAOSwu99lDb~o&amdata=enc%3AAQAIAAAAwKsUYudAGg42kGG5%2BjmeGpPYzfA4O43%2FdawAWclEGl0XomXBw9zlD6eRRJB1%2BRLljCYqKB7XGgthLpvdpIvbeYbw9UcAlotl91zeRUNkiL0SMNAXuSx8C27qFqWvtfmWVB%2FG%2BQqEMkIJApHcxwtOIGtKq%2FwbyzIy8yHFWMTUG0kgXMP1F1MBlaj2xLGUsUcZEflEsjL6ixkW5Vjs7FPN2Pu%2B8PO88pARao9KQnUkcLyNT2RtNUfhgbIzLzjQ0aNAlw%3D%3D%7Ctkp%3ABlBMUNjQ8pj-Yg,Apple iPhone 13 512GB Factory Unlocked AT&T T-Mobile Verizon Good Condition,US $479.95,Good - Refurbished,“100% Fully Functional - Good Cosmetic Condition. Moderate signs of wear. See below for full ... ,Apple,Apple iPhone 13,512 GB,Unlocked,12.0 MP,6.1 in,Factory Unlocked,Hexa Core,"Dual Rear Cameras, Tap to Wake, Ultra Wide-Angle Camera",4 GB,Without Contract,iOS,"Midnight, Blue, Green, Pink, (PRODUCT)RED, Starlight",2021,80% or higher,Bar,
https://www.ebay.com/fdbk/feedback_profile/recob8?filter=feedback_page%3ARECEIVED_AS_SELLER&q=134289912060&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Muito bom 😊 
Obrigado ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Muito boa qualidade e funciona como descrito.����,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),100% Worth it,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Very good ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Excelente ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Ótimos ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Optimo vendedor Mercadorias conforme descrito ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),gerne wieder .. 7Sterne ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Great seller, good in attention and helpful. I Received my order quickly, exactly on the same date that is mentioned here, the problem I see is in battery life, it come with 77%. ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Optimo vendedor Mercadorias conforme descrito ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),It’s good! Worth it����,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),he was always an excellent seller, yes, I never had any complaints, sometimes buyers are in a hurry.,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),The phone is in good condition, I'm happy)) thanks to the seller!)),Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Optimo vendedor ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),the product is good and works perfectly fine although the battery capacity is only 83%, only minor problem i had was the whole delivery process because that took forever but idc it was worth it for this great deal,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Thank very much! It came very fast ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),O produto veio certo,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Great!  Thank you!,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),thanks so much. I have receive the item in good condition. ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Good product ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Artículo tal como describe el vendedor, envío rápido. Recomendable +++++++,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060),Fantastic. When despatched, arrived within three days. Great product, clean, unmarked, fully functional and a delight. ,Apple iPhone XR Unlocked Various Colors 64GB 128GB 256GB Smartphone Used (#134289912060)"
https://www.ebay.com/fdbk/feedback_profile/supplytronics?filter=feedback_page%3ARECEIVED_AS_SELLER&q=295317456494&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Prompt delivery. Item came in stated condition. Good eBay seller.,Apple iPhone 13 512GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Replacement glass is just that - glass❗️ 👎   iPhone flagged screen as ‘unknown part ’ when I asked about it the seller said they used ‘the best’ non-Apple replacement available. Replacement screen not disclosed in listing. Screen freezes and cracked even with a screen saver ❗️ in the second week.  My last iPhone lasted 7 years with the same screen saver. Given an opportunity to help, seller refused.,Apple iPhone 13 512GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#,),Nice,Apple iPhone 13 512GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#295317456494),Delivered to CA in only two days! 88% battery, just some minute nicks on the power button and sim tray but otherwise mint condition! An excellent value for an unlocked, 512GB device, and another great purchase from this highly trustworthy seller.,Apple iPhone 13 512GB Factory Unlocked AT&T T-Mobile Verizon Good Condition (#295317456494)"
https://www.ebay.com/itm/304517572872?epid=13049280906&hash=item46e6a96908:g:FxsAAOSwe85lDb2v&amdata=enc%3AAQAIAAAAwO1Pb%2BFKvYmlMmPtFywxTItE1Vm3l2mI20t1tYt6hXCnPkJLf75MRwjKL3SUf3LSZRsJnjTrNZWBwuMbmzeXX3rkBUIVQ%2FSAbIMMllw1C0DIgpMCnYdKJqJJpYfXUXnaXWdE7wWaLo2Hr7QMV2Ogx3ElI068DTQOU8byH8gr1IoIetiLGTPjdm96D%2F%2Bu%2Fk15xXSNZUlpiRRFBUzMWTApu7a1Sf4nHT09I758qefgEt2mQmKJg8lgjFBp3RHl9z%2FufQ%3D%3D%7Ctkp%3ABlBMUNjQ8pj-Yg,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent,US $504.95,Excellent - Refurbished,“100% Fully Functional - Excellent Cosmetic Condition. Looks like new at first glance. See below for ... ,"4G, Bluetooth, NFC, Wi-Fi, Lightning, 5G",Apple,Apple iPhone 13 mini,256 GB,Unlocked,12.0 MP,5.4 in,Factory Unlocked,Hexa Core,4 GB,"Dual Rear Cameras, Tap to Wake, Ultra Wide-Angle Camera",Without Contract,iOS,"Midnight, Blue, Green, Pink, (PRODUCT)RED, Starlight",2021,85% or higher,
https://www.ebay.com/fdbk/feedback_profile/supplytronics?filter=feedback_page%3ARECEIVED_AS_SELLER&q=304517572872&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Phone works great . Fast shipping!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Phone was in great condition as the pictures and description showed. Shipping was fast and accurate. I would recommend this seller.,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Arrived on time and in great condition; set up quickly and easy.  Positive transaction.,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Excellent! As described and is awesome!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Looks brand new, 98% battery, fast delivery, could not be happier!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Items as described, fast shipping ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Fast shipping and very responsive. Phone has been working pretty well. Love the way it feels. Bought an excellent quality phone but it has a small scratch on the screen. Was expecting the screen would have come flawless. So I was pretty disappointed about that. Battery life came at 93%. ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Great!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Fast shipping, item in great condition. Battery was unfortunately only at 85% health, which is the minimum guaranteed in the listing. But still getting decent life, and I'll pay for Apple to swap in a new one eventually.,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Great Seller!!! Fast Shipping!!! Item well described!!!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),20 Star Seller!!!  The Phone looks brand new!!!  Extremely happy!  Thanks!!!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),As advertised, quick shipment thanks!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),A+++Shipped as described ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Phone exactly as described. Looks mint! Battery health exceeded expectations. Thanks!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#,),Honest seller.  Purchased multiple phones from seller. ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872),very good seller,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872),Slight discrepancy on condition of phone. Seller resolved the issue efficiently.,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872),Fast shipping and just as described.,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872),Quick ship!  Phone exactly as described.  Works great!  Thank you.,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872),Fantastic phone! (iPhone 13)
Recommend seller
Great communication ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872),Arrived quickly, efficiently packed, unit as described with maximum battery condition and outstanding overall condition. Would purchase from Seller again. ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872),A+ transaction, as described, quick ship, thanks!,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872),Fast shipping and reasonable price. I got an “Excellent” condition, but I think it’s more of a “Good” condition. ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872),Basal has few scratches Due to that scratches it could be in very good condition Overall very good phone ,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872),Exactly as described. Fast shipping.,Apple iPhone 13 mini 256GB Factory Unlocked AT&T T-Mobile Verizon Excellent (#304517572872)"
https://www.ebay.com/fdbk/feedback_profile/freedomcomtec?filter=feedback_page%3ARECEIVED_AS_SELLER&q=284638799253&sort=TIME,,,,,,,,,,,,,,,,,,,,,"Very pleased with the phone, the price and the shipping speed. Would order from again Thanks Muchly!!,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（,）,Phone was in great condition and ready for use. Quick delivery as well…,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（,）,Item returned and refunded,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（,）,Great Seller!,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（,）,Great shipping time, boxed well, and sealed as advertised. ,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（,）,Good seller,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Great phone at a great price!A+++++
,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,item arrived quickly in perfect working condition, exactly as described. nice seller. would buy again.,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Thank you ,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Super fast shipping! Product as described and well packed! Thank you!,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Exactly as described.. brand new. ,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Thank You so much,   nice to work with you, Great Seller ����������������������,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Good buy! ,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,I replaced an older Apple 6S Plus with the same because it's reasonable, and is excellent for my use.  This was a great seller, nice product and fast delivery.  Very happy with this purchase,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Great find!,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Good seller fast shipping thank you ,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Excellent vendor! Fast shipping.,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Love the phone!  Perfect buy! Great transaction! A+++,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Great deal! Came fast in great shape. A+++++,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Thanks, very satisfied.,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,As Described AAAAA+++++,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,As Described Fast Shipping Good comms,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Good business ,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Arrived on time- package was what was described.,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）,Fast shipping.  Item exactly as described.   A very smooth transaction.   ,*NEW SEALED* Apple Verizon iPhone 6s Plus 5.5"" 16/64/128GB UNLOCKED Smartphone（284638799253）"
https://www.ebay.com/fdbk/feedback_profile/xmb-mobile?filter=feedback_page%3ARECEIVED_AS_SELLER&q=385868027985&sort=TIME,,,,,,,,,,,,,,,,,,,,,"esta bien,90% N ew Fully Functional Apple iPhone 5c -  8GB/16GB/32GB (Unlocked) GSM / CDMA (#,),Ok,90% N ew Fully Functional Apple iPhone 5c -  8GB/16GB/32GB (Unlocked) GSM / CDMA (#,),The works very well it just took a long time to arrive.,90% N ew Fully Functional Apple iPhone 5c -  8GB/16GB/32GB (Unlocked) GSM / CDMA (#,),recieved thanks......,90% N ew Fully Functional Apple iPhone 5c -  8GB/16GB/32GB (Unlocked) GSM / CDMA (#,),I haven't received the item yet to say anything right now.,90% N ew Fully Functional Apple iPhone 5c -  8GB/16GB/32GB (Unlocked) GSM / CDMA (#,),Very cute small phone grandson 9 loves it only problem is we need a ipone account to use it so I am still working on that other then that we love it ,90% N ew Fully Functional Apple iPhone 5c -  8GB/16GB/32GB (Unlocked) GSM / CDMA (#385868027985),Thank you ,90% N ew Fully Functional Apple iPhone 5c -  8GB/16GB/32GB (Unlocked) GSM / CDMA (#385868027985),Great seller!,90% N ew Fully Functional Apple iPhone 5c -  8GB/16GB/32GB (Unlocked) GSM / CDMA (#385868027985),Love it, very nostalgic feeling, iPhone looks perfect with minimal scratches and that’s what I was worried about but no, he/she did see my request so I appreciate it so much!  10/10 for the price can’t go wrong for a fun phone or nostalgia feeling ��,90% N ew Fully Functional Apple iPhone 5c -  8GB/16GB/32GB (Unlocked) GSM / CDMA (#385868027985),Great price and nice looking phone. Works great!,90% N ew Fully Functional Apple iPhone 5c -  8GB/16GB/32GB (Unlocked) GSM / CDMA (#385868027985)"
https://www.ebay.com/itm/124819833429?epid=241956594&hash=item1d0fd78255:g:jhAAAOSwmRtitMAt&amdata=enc%3AAQAIAAAAwPF%2B8zs0cRhFMvGUUv77WFpMrgzt3IcBEke25yVVkiyMg3bLlVloZvxirwhI82qTKrUOL0SRYBjUan%2BAtaRAmGm%2Fc60jDucG3U65bnUb6KWOHn0s587TaI8I9hTEuSuJnwvUMIhY%2BSxxamu7q1QVIntG5VUQnqwOPFb5BQy0R9rE8izXPZKZP9FYWPchyR7%2Baf5CDEJ%2FRD4nvkAzcE5VvJYpTYwzKw%2F8ZnUh6on5GPFKY14R1FjvrtvEt0lrGHS1IA%3D%3D%7Ctkp%3ABk9SR9bQ8pj-Yg,Apple iPhone 1st Generation - 8GB - Black (AT&T) A1203 (GSM) - A1203,US $99.74,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is ... ",Apple,2.0 MP,Black,"Bluetooth, Wi-Fi",Without Contract,"Rear Camera, Front Camera, Speakerphone, Camera, EDGE, Color Screen",Network Unlocked,Apple iPhone (1st Generation),A1203 (GSM),AT&T,iOS,Single Core,8 GB,3.5 in,8 GB,Bar,MA712LLA,
